,price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize,cluster
956,15489,6355,1,1,2018,1,145,62.8,1.0,0
957,9989,27240,1,0,2017,1,145,53.3,1.0,2
958,10498,12229,1,1,2018,1,145,58.9,1.0,0
959,8990,33553,1,1,2017,1,0,65.7,1.0,2
960,9990,14440,1,1,2018,1,145,65.7,1.0,0
961,19300,1592,0,2,2019,1,150,51.4,1.0,0
962,11000,17025,1,1,2017,0,145,78.5,1.5,0
963,7599,54672,1,2,2014,0,20,67.3,1.6,3
964,10999,18821,1,1,2018,1,145,56.5,1.0,0
965,12699,8839,1,2,2018,1,145,57.7,1.0,0
966,7999,18435,1,1,2016,1,125,54.3,1.2,0
967,7695,28200,1,1,2015,1,30,54.3,1.2,2
968,7995,27500,0,1,2013,1,145,47.9,1.6,2
969,11995,18000,1,0,2017,1,145,52.3,1.0,0
970,8900,26118,1,1,2017,1,150,54.3,1.2,2
971,11000,12358,1,2,2017,1,20,60.1,1.0,0
972,12000,36851,1,2,2017,0,150,74.3,1.5,2
973,8999,14268,1,1,2016,1,0,65.7,1.0,0
974,8499,12606,1,1,2017,1,145,54.3,1.2,0
975,7499,32796,1,1,2017,1,0,65.7,1.0,2
976,7899,30390,1,1,2018,1,145,64.2,1.1,2
977,9899,22115,1,1,2018,0,145,85.6,1.5,0
978,9199,29778,1,0,2017,1,125,52.3,1.0,2
979,8599,26664,1,2,2015,0,0,74.3,1.5,2
980,9299,26805,1,2,2016,0,0,74.3,1.5,2
981,9199,45045,1,2,2015,0,0,74.3,1.5,2
982,5750,45761,1,1,2013,1,30,54.3,1.2,2
983,6995,41198,1,1,2015,1,0,65.7,1.0,2
984,8450,23854,1,2,2016,0,0,74.3,1.5,2
985,12452,18729,1,2,2017,1,145,50.4,1.5,0
986,7999,66442,1,2,2016,0,0,74.3,1.5,3
987,9999,13946,1,2,2015,0,0,74.3,1.5,0
988,12399,15420,1,2,2018,1,145,57.7,1.0,0
989,7099,74176,1,2,2015,0,0,74.3,1.5,1
990,7599,24329,1,1,2015,0,0,78.5,1.5,2
991,9199,47304,1,2,2011,1,325,30.4,2.5,2
992,8299,13788,1,1,2016,1,125,54.3,1.2,0
993,7250,39482,1,1,2016,0,0,78.5,1.5,2
994,8999,21975,1,1,2016,1,0,65.7,1.0,0
995,9850,20764,1,2,2016,0,0,74.3,1.5,0
996,11850,18466,1,2,2017,0,145,74.3,1.5,0
997,5699,43288,1,1,2014,0,0,85.6,1.6,2
998,7468,66825,1,2,2015,0,0,74.3,1.5,3
999,6750,11900,1,1,2015,1,125,54.3,1.2,0
1000,7560,46924,1,1,2016,0,0,88.3,1.5,2
1001,14105,13953,1,0,2018,1,145,54.3,1.0,0
1002,9699,42330,1,2,2016,0,0,74.3,1.5,2
1003,7299,88993,1,2,2016,0,0,74.3,1.5,1
1004,8175,36008,1,2,2014,0,20,67.3,1.6,2
1005,10499,29396,1,2,2017,0,0,74.3,1.5,2
1006,9799,54750,1,2,2012,1,235,39.2,2.0,3
1007,7299,57982,1,1,2014,1,0,65.7,1.0,3
1008,6699,33542,1,1,2013,1,0,65.7,1.0,2
1009,9599,27438,0,1,2015,1,0,57.7,1.0,2
1010,10499,19530,1,2,2017,1,145,61.4,1.0,0
1011,13946,13724,0,1,2018,1,145,49.6,1.0,0
1012,15395,26908,1,2,2017,0,145,67.3,2.0,2
1013,13231,11856,1,2,2018,1,145,57.7,1.0,0
1014,7899,30125,1,1,2015,1,0,65.7,1.0,2
1015,4599,73611,1,1,2013,0,0,76.4,1.5,3
1016,7495,29352,1,2,2014,0,20,67.3,1.6,2
1017,11595,25392,1,2,2017,1,145,60.1,1.0,2
1018,7983,29390,0,2,2014,1,160,44.8,1.6,2
1019,9920,34894,1,2,2016,1,20,60.1,1.0,2
1020,8277,18543,1,1,2016,1,125,54.3,1.2,0
1021,17182,15672,1,2,2018,1,145,41.5,2.0,0
1022,6614,28694,1,1,2014,1,30,54.3,1.2,2
1023,9099,39191,0,2,2016,0,20,67.3,1.5,2
1024,4995,82809,1,1,2014,0,0,76.4,1.5,1
1025,10999,28337,1,1,2018,1,145,65.7,1.0,2
1026,8999,26740,1,1,2017,0,145,85.6,1.5,2
1027,12295,13849,1,2,2017,0,145,74.3,1.5,0
1028,11850,15013,1,2,2017,0,145,74.3,1.5,0
1029,15799,19750,1,2,2016,1,200,41.5,2.0,0
1030,8750,15548,1,1,2015,1,0,65.7,1.0,0
1031,12612,8974,1,2,2017,1,145,57.7,1.0,0
1032,7699,27426,1,1,2017,1,0,65.7,1.0,2
1033,8399,15382,1,1,2016,1,0,65.7,1.0,0
1034,10199,18010,1,1,2016,1,0,65.7,1.0,0
1035,7499,27243,1,1,2016,1,125,54.3,1.2,2
1036,8999,20300,1,2,2015,1,20,58.9,1.0,0
1037,9999,42415,1,1,2018,1,145,56.5,1.0,2
1038,11599,21618,1,2,2017,1,145,57.7,1.0,0
1039,8388,24784,1,1,2017,1,125,54.3,1.2,2
1040,7342,19562,1,1,2015,1,0,65.7,1.0,0
1041,8912,21840,1,1,2016,1,0,65.7,1.0,0
1042,10999,28323,1,1,2018,1,145,65.7,1.0,2
1043,10151,24664,1,1,2018,0,145,55.4,1.5,2
1044,11886,19798,1,2,2017,0,145,74.3,1.5,0
1045,6891,97190,1,2,2016,0,20,70.6,2.0,1
1046,12099,14439,1,2,2017,0,145,74.3,1.5,0
1047,14312,40536,1,2,2016,0,20,67.3,2.0,2
1048,12495,16579,1,0,2018,1,145,54.3,1.0,0
1049,13995,6025,0,1,2018,1,145,48.7,1.0,0
1050,13495,14219,1,1,2018,1,145,62.8,1.0,0
1051,9795,42469,1,0,2017,1,145,64.2,1.5,2
1052,10995,11129,1,1,2017,1,145,65.7,1.0,0
1053,8995,32918,1,0,2016,0,30,64.2,1.5,2
1054,11995,15329,1,1,2018,1,145,65.7,1.0,0
1055,12495,35027,1,2,2017,1,20,60.1,1.0,2
1056,16495,34207,1,2,2018,0,150,54.3,2.0,2
1057,10495,15704,1,1,2017,1,150,65.7,1.0,0
1058,12995,24029,0,1,2018,1,150,54.3,1.0,0
1059,10495,20772,1,0,2017,1,150,52.3,1.0,0
1060,8995,23267,1,1,2017,1,150,64.2,1.1,2
1061,11995,22167,1,2,2017,1,150,60.1,1.0,0
1062,10495,34075,0,0,2017,1,150,44.8,1.5,2
1063,7499,31000,1,1,2015,1,125,54.3,1.2,2
1064,10999,32133,1,2,2017,0,145,74.3,1.5,2
1065,7499,27775,1,1,2016,1,125,54.3,1.2,2
1066,13000,46007,1,2,2015,0,20,67.3,2.0,2
1067,10799,20748,1,1,2018,1,145,65.7,1.0,0
1068,9450,33000,1,0,2017,1,145,52.3,1.0,2
1069,7750,25000,1,1,2013,1,0,65.7,1.0,2
1070,4495,62000,1,1,2011,1,150,48.7,1.4,3
1071,6480,49000,1,2,2013,0,20,67.3,1.6,2
1072,10999,37000,1,2,2017,1,145,60.1,1.0,2
1073,1290,137000,1,2,2008,0,150,54.3,1.8,1
1074,15900,19488,1,2,2016,0,20,67.3,2.0,0
1075,10770,17202,1,1,2018,1,145,65.7,1.0,0
1076,9680,37960,1,1,2018,1,145,65.7,1.0,2
1077,9900,32950,1,1,2018,1,145,65.7,1.0,2
1078,7350,66445,1,1,2015,1,20,62.8,1.0,3
1079,8650,29022,1,1,2015,1,20,62.8,1.0,2
1080,9099,11900,1,1,2018,1,145,55.4,1.1,0
1081,7599,14226,1,1,2017,1,125,54.3,1.2,0
1082,10495,26460,1,1,2018,1,150,65.7,1.0,2
1083,13995,9515,1,0,2018,1,150,54.3,1.0,0
1084,9750,22000,1,1,2016,1,0,65.7,1.0,0
1085,12495,32163,1,1,2017,1,150,47.9,1.6,2
1086,10995,9532,1,0,2017,1,150,52.3,1.0,0
1087,13995,16063,1,2,2018,1,150,60.1,1.0,0
1088,15995,5000,1,0,2019,1,145,53.3,1.0,0
1089,10750,34000,1,2,2017,1,20,60.1,1.0,2
1090,6250,44000,1,2,2013,1,30,56.5,1.0,2
1091,9495,18000,1,1,2016,1,0,65.7,1.0,0
1092,9495,27000,1,1,2016,1,0,65.7,1.0,2
1093,11750,13000,1,1,2018,1,145,65.7,1.0,0
1094,17995,2000,1,2,2019,1,145,49.6,1.0,0
1095,11995,10000,0,1,2017,1,0,57.7,1.0,0
1096,1400,63000,1,1,2007,1,145,47.1,1.2,3
1097,17495,5225,1,2,2019,1,145,60.1,1.0,0
1098,8895,14037,1,1,2017,1,125,54.3,1.2,0
1099,8499,51879,1,2,2015,0,0,74.3,1.5,3
1100,15490,8817,0,0,2018,1,145,45.6,1.0,0
1101,9980,21893,1,0,2017,1,145,52.3,1.0,0
1102,7880,71661,1,2,2016,0,0,74.3,1.5,3
1103,8995,42462,1,0,2017,1,125,52.3,1.0,2
1104,10495,24914,1,1,2017,1,145,65.7,1.0,2
1105,11995,23516,1,2,2017,1,145,60.1,1.0,0
1106,7495,33383,1,1,2016,1,125,54.3,1.2,2
1107,15495,32294,1,2,2017,0,145,67.3,2.0,2
1108,9995,7497,0,1,2017,1,0,57.7,1.0,0
1109,9995,12873,1,1,2018,1,150,64.2,1.1,0
1110,7495,26665,1,1,2014,1,0,65.7,1.0,2
1111,5850,66115,1,1,2016,0,0,78.5,1.5,3
1112,9950,23940,1,1,2016,1,145,47.9,1.6,0
1113,11750,23782,1,1,2017,1,145,47.9,1.6,0
1114,11750,11829,1,2,2018,1,145,57.7,1.0,0
1115,1475,88746,0,2,2005,1,265,36.7,1.6,1
1116,16950,17856,1,2,2017,1,205,41.5,2.0,0
1117,4990,91938,1,2,2014,0,20,67.3,1.6,1
1118,7295,83823,1,2,2015,0,0,74.3,1.5,1
1119,9395,41702,1,0,2017,1,150,52.3,1.0,2
1120,9800,27196,1,1,2017,1,150,65.7,1.0,2
1121,8200,21718,1,1,2015,1,0,65.7,1.0,0
1122,8795,21091,2,1,2015,1,150,47.9,1.6,0
1123,15995,11900,1,2,2019,1,145,60.1,1.0,0
1124,9495,8563,1,1,2018,1,145,64.2,1.1,0
1125,9995,9148,1,1,2017,1,145,65.7,1.0,0
1126,10495,16275,1,1,2018,1,145,65.7,1.0,0
1127,12495,12012,1,1,2018,1,145,65.7,1.0,0
1128,11995,13832,1,1,2018,1,145,65.7,1.0,0
1129,10495,31045,1,0,2017,1,145,44.8,1.5,2
1130,14995,14145,1,0,2019,1,150,53.3,1.0,0
1131,9495,28741,2,1,2016,1,0,65.7,1.0,2
1132,10500,27833,1,1,2017,1,150,62.8,1.0,2
1133,8250,62706,1,2,2015,0,0,74.3,1.5,3
1134,18795,1342,1,2,2019,1,150,60.1,1.0,0
1135,14999,8260,1,0,2019,1,145,53.3,1.0,0
1136,11395,10602,1,1,2018,1,145,58.9,1.0,0
1137,11695,10375,1,1,2018,1,145,58.9,1.0,0
1138,15250,6367,1,2,2018,1,145,58.9,1.0,0
1139,16495,6344,1,2,2019,1,145,49.6,1.0,0
1140,10495,13650,0,1,2017,1,145,57.7,1.0,0
1141,10995,11840,1,1,2018,1,145,58.9,1.0,0
1142,14795,2159,1,1,2019,1,145,58.9,1.0,0
1143,17250,7694,1,1,2019,1,145,60.1,1.0,0
1144,12999,15061,1,1,2019,1,145,56.5,1.0,0
1145,9995,26473,1,1,2018,1,150,55.4,1.1,2
1146,14495,8845,1,1,2018,1,150,55.4,1.0,0
1147,7995,36189,1,1,2017,1,150,65.7,1.0,2
1148,6999,30029,1,1,2014,1,0,65.7,1.0,2
1149,3575,50975,1,2,2009,0,160,51.4,2.0,2
1150,9995,15522,1,1,2018,1,145,65.7,1.0,0
1151,11995,13558,1,1,2017,1,145,65.7,1.0,0
1152,15995,10956,1,1,2019,1,145,58.9,1.0,0
1153,12991,49605,1,2,2015,0,20,67.3,2.0,2
1154,9491,45526,1,2,2016,0,0,74.3,1.5,2
1155,8100,15411,1,1,2016,1,125,54.3,1.2,0
1156,18999,6696,1,2,2019,0,145,70.6,2.0,0
1157,18999,5572,0,2,2019,0,145,74.3,1.5,0
1158,12470,6653,1,1,2018,0,145,88.3,1.5,0
1159,15750,43499,1,2,2017,0,20,67.3,2.0,2
1160,10995,16552,1,1,2019,1,145,58.9,1.0,0
1161,15600,4902,0,1,2019,1,145,48.7,1.0,0
1162,13999,6906,0,1,2018,1,145,48.7,1.0,0
1163,12895,9281,1,0,2018,0,145,68.9,1.5,0
1164,16995,7660,1,2,2018,1,145,60.1,1.0,0
1165,10250,18559,1,1,2018,1,145,65.7,1.0,0
1166,9795,8606,1,1,2017,1,0,65.7,1.0,0
1167,9750,8500,1,1,2017,1,145,65.7,1.0,0
1168,9195,14973,1,1,2017,1,145,65.7,1.0,0
1169,3450,77466,1,2,2009,1,190,42.2,1.6,1
1170,6899,22488,0,2,2013,1,160,44.1,1.6,0
1171,7750,19384,1,1,2014,1,30,54.3,1.2,0
1172,4899,26375,1,1,2012,1,125,51.4,1.2,2
1173,10350,32299,1,2,2017,0,145,74.3,1.5,2
1174,18295,10677,0,2,2019,1,145,41.5,1.0,0
1175,8995,37867,1,2,2016,1,20,61.4,1.0,2
1176,12795,6386,0,1,2018,1,145,48.7,1.0,0
1177,9500,15979,1,1,2017,1,0,65.7,1.0,0
1178,10000,26488,1,2,2017,0,0,74.3,1.5,2
1179,2500,102950,1,1,2009,1,150,49.6,1.2,1
1180,2491,62596,1,1,2007,1,145,47.1,1.2,3
1181,2991,79089,1,1,2009,1,145,49.6,1.2,1
1182,4491,38831,1,1,2011,1,125,50.4,1.2,2
1183,3491,71926,1,1,2009,1,145,49.6,1.2,3
1184,13795,17722,1,0,2018,0,145,68.9,1.5,0
1185,16498,7866,1,2,2019,1,145,49.6,1.0,0
1186,12350,9247,1,2,2018,1,145,60.1,1.0,0
1187,10995,14532,1,1,2017,1,145,65.7,1.0,0
1188,5795,105260,1,2,2015,1,20,60.1,1.0,1
1189,18250,9996,0,2,2019,0,145,74.3,1.5,0
1190,16995,9366,1,2,2018,1,145,60.1,1.0,0
1191,13950,13200,1,0,2018,1,145,54.3,1.0,0
1192,13745,11964,1,1,2017,1,145,47.9,1.6,0
1193,9790,20207,1,1,2018,1,145,65.7,1.0,0
1194,17490,5079,1,1,2019,1,150,40.3,1.5,0
1195,22390,28794,1,2,2016,1,235,36.7,2.3,2
1196,10195,34381,1,1,2017,1,145,65.7,1.0,2
1197,6195,75720,1,1,2015,1,20,62.8,1.0,1
1198,8000,61630,0,2,2016,0,0,67.3,1.5,3
1199,5795,25449,1,1,2015,1,30,54.3,1.2,2
1200,3295,95000,1,1,2009,1,145,49.6,1.4,1
1201,2995,114000,1,2,2010,1,200,42.2,1.6,1
1202,1695,116000,1,1,2008,1,145,47.1,1.2,1
1203,5995,43000,1,1,2013,1,30,54.3,1.2,2
1204,7799,19110,1,1,2015,1,125,54.3,1.2,0
1205,7299,66804,1,2,2015,0,0,74.3,1.5,3
1206,7690,19131,1,1,2016,1,125,54.3,1.2,0
1207,13950,3800,1,0,2018,1,145,53.3,1.0,0
1208,9450,28600,1,1,2016,1,0,65.7,1.0,2
1209,4000,111530,1,1,2013,1,0,65.7,1.0,1
1210,10095,22790,1,1,2018,1,145,58.9,1.0,0
1211,15995,13194,1,1,2019,1,145,40.3,1.5,0
1212,8995,18792,1,1,2017,1,145,54.3,1.2,0
1213,17895,1696,1,2,2019,1,145,60.1,1.0,0
1214,10395,9029,1,1,2017,1,145,65.7,1.0,0
1215,17495,2808,1,2,2019,1,145,60.1,1.0,0
1216,15495,14447,0,0,2019,1,145,45.6,1.0,0
1217,9595,49773,0,2,2017,1,145,51.4,1.0,2
1218,10495,11075,0,0,2016,1,160,44.8,1.5,0
1219,6295,40820,1,1,2013,1,30,54.3,1.2,2
1220,8500,24770,1,1,2015,1,20,62.8,1.0,2
1221,7195,71350,1,2,2016,0,0,74.3,1.5,3
1222,7695,59260,1,2,2015,0,0,74.3,1.5,3
1223,9170,28000,1,2,2015,1,20,61.4,0.0,2
1224,18699,10000,1,2,2019,1,145,46.3,0.0,0
1225,3995,70000,1,1,2009,0,20,67.3,1.6,3
1226,4995,69000,1,2,2011,1,150,47.1,1.6,3
1227,10697,22946,1,2,2017,0,145,74.3,1.5,0
1228,5895,59306,1,2,2014,1,30,56.5,1.0,3
1229,9899,10000,1,1,2017,1,0,65.7,0.0,0
1230,12973,23000,1,0,2018,1,145,54.3,0.0,0
1231,15904,5000,1,0,2019,1,145,52.3,0.0,0
1232,9204,28000,1,1,2017,1,145,65.7,0.0,2
1233,11999,28000,1,0,2018,1,145,53.3,0.0,2
1234,9080,20000,1,1,2017,1,0,65.7,0.0,0
1235,9046,22000,1,1,2017,1,0,65.7,0.0,0
1236,11783,23000,0,1,2017,1,0,57.7,0.0,0
1237,9275,34000,0,1,2017,1,0,57.7,0.0,2
1238,18389,19000,1,2,2018,1,145,67.3,0.0,0
1239,21999,4000,1,1,2019,1,145,40.3,0.0,0
1240,10903,8000,1,1,2018,1,150,65.7,0.0,0
1241,12975,11000,1,2,2017,1,145,51.4,0.0,0
1242,9072,23000,1,2,2015,1,20,58.9,0.0,0
1243,11325,23000,1,1,2018,1,150,65.7,0.0,0
1244,8999,34000,1,2,2013,1,150,47.1,0.0,2
1245,2991,89969,1,2,2009,1,205,42.2,1.6,1
1246,1999,101000,1,2,2008,1,200,42.2,1.6,1
1247,5500,62187,1,1,2013,1,30,54.3,1.2,3
1248,3499,84239,1,2,2011,1,235,40.4,1.8,1
1249,10699,29600,1,1,2015,1,145,47.9,1.6,2
1250,3499,69676,1,1,2008,1,150,49.6,1.4,3
1251,6999,55336,1,2,2015,0,0,67.3,1.5,3
1252,2799,100900,1,2,2010,1,205,42.2,1.6,1
1253,11995,25000,1,2,2018,1,145,57.7,1.0,2
1254,14295,6988,1,1,2019,1,145,65.7,1.0,0
1255,5999,62021,1,2,2013,0,20,67.3,1.6,3
1256,2495,93900,1,2,2010,0,30,62.8,1.6,1
1257,3000,81124,1,2,2010,0,200,47.9,2.0,1
1258,2495,89000,1,2,2008,0,30,62.8,1.6,1
1259,9999,19000,1,1,2017,1,145,85.6,0.0,0
1260,12124,11000,0,1,2018,1,145,54.3,0.0,0
1261,14175,9000,1,1,2018,1,150,58.9,0.0,0
1262,5769,73000,1,1,2014,1,0,65.7,0.0,3
1263,12999,15000,1,1,2018,1,150,58.9,0.0,0
1264,9951,15000,1,0,2017,1,150,52.3,0.0,0
1265,8702,15000,1,1,2017,1,150,65.7,0.0,0
1266,12395,18280,1,2,2018,1,145,57.7,1.0,0
1267,13895,28536,0,0,2018,1,145,48.7,1.0,2
1268,17250,13200,1,1,2019,1,150,40.3,1.5,0
1269,2395,102000,1,2,2009,0,30,58.9,1.6,1
1270,6275,55000,1,2,2014,1,30,56.5,1.0,3
1271,4995,69000,1,2,2011,0,20,67.3,1.6,3
1272,5495,76000,1,2,2012,0,20,67.3,1.6,1
1273,3990,114000,1,2,2013,0,20,67.3,1.6,1
1274,7475,50000,1,2,2015,1,20,61.4,1.0,2
1275,5995,92000,2,2,2014,0,145,53.3,2.0,1
1276,5490,65815,1,2,2013,0,20,67.3,1.6,3
1277,6990,72160,1,2,2015,1,20,60.1,1.0,3
1278,7499,59020,1,2,2015,0,20,67.3,1.6,3
1279,3995,89411,1,2,2013,0,0,83.1,1.6,1
1280,8275,35000,1,1,2015,1,20,62.8,1.0,2
1281,8475,27000,1,1,2016,1,20,62.8,1.0,2
1282,9299,23306,1,2,2016,0,0,74.3,1.5,0
1283,5899,50914,1,2,2013,0,20,67.3,1.6,2
1284,8999,22191,1,1,2015,1,0,65.7,1.0,0
1285,11699,13211,1,2,2017,1,145,57.7,1.0,0
1286,8499,25369,1,2,2016,1,20,60.1,1.0,2
1287,7749,37890,1,1,2014,1,0,65.7,1.0,2
1288,8899,24068,0,1,2015,1,0,57.7,1.0,2
1289,9999,30060,1,1,2017,1,145,65.7,1.0,2
1290,10499,14808,1,2,2016,0,0,74.3,1.5,0
1291,9295,54385,1,2,2016,1,20,60.1,1.0,3
1292,7759,54000,1,0,2016,1,125,52.3,1.0,3
1293,5495,76317,0,2,2011,0,150,53.3,2.0,1
1294,3695,65782,0,2,2008,1,260,37.7,1.6,3
1295,8975,25000,1,1,2016,1,20,62.8,1.0,2
1296,8990,23377,1,1,2016,1,0,65.7,1.0,2
1297,9999,20000,1,1,2017,1,0,65.7,0.0,0
1298,6999,44000,1,1,2015,1,125,54.3,0.0,2
1299,15999,4000,1,2,2019,1,145,48.7,0.0,0
1300,3695,57440,1,1,2010,1,125,50.4,1.2,3
1301,5995,82399,1,2,2014,0,20,67.3,1.6,1
1302,6195,31543,1,2,2012,0,20,67.3,1.6,2
1303,4495,99400,1,2,2013,1,30,56.5,1.0,1
1304,9495,13000,1,1,2015,1,20,62.8,1.0,0
1305,4995,106000,1,2,2013,0,125,56.5,2.0,1
1306,3495,89000,1,1,2009,0,0,76.3,1.6,1
1307,6475,80000,1,2,2015,0,0,74.3,1.5,1
1308,17199,4928,1,2,2019,0,145,74.3,1.5,0
1309,11599,36601,1,2,2015,0,20,67.3,2.0,2
1310,17999,3016,0,2,2019,0,145,64.2,2.0,0
1311,16999,3774,1,2,2019,0,145,80.7,1.5,0
1312,17999,4147,0,2,2019,0,145,64.2,2.0,0
1313,7699,69205,1,2,2015,0,0,74.3,1.5,3
1314,13999,11233,0,2,2018,1,145,48.7,1.0,0
1315,5347,84219,1,2,2013,0,20,67.3,1.6,1
1316,7667,11050,1,1,2017,1,145,65.7,1.0,0
1317,4495,66000,1,1,2011,0,20,68.9,1.4,3
1318,11495,14174,1,2,2018,1,145,61.4,1.0,0
1319,9799,16909,1,0,2016,1,125,52.3,1.0,0
1320,12369,17028,1,2,2017,1,145,57.7,1.0,0
1321,8999,5366,1,1,2016,1,0,65.7,1.0,0
1322,19759,10586,1,2,2018,1,145,41.5,2.0,0
1323,8399,8886,1,1,2016,1,125,54.3,1.2,0
1324,7999,21939,1,1,2015,1,0,65.7,1.0,0
1325,11999,24000,1,0,2017,1,145,52.3,0.0,0
1326,16499,8000,0,0,2018,1,145,45.6,0.0,0
1327,12867,9000,1,0,2018,1,145,54.3,0.0,0
1328,11463,18000,1,1,2018,1,145,65.7,0.0,0
1329,11289,9000,1,1,2017,1,20,62.8,0.0,0
1330,12999,11000,1,2,2018,1,145,60.1,0.0,0
1331,14599,18528,1,1,2018,1,145,62.8,1.0,0
1332,16699,14728,1,2,2017,1,145,41.5,2.0,0
1333,7999,13455,1,1,2016,0,0,78.5,1.5,0
1334,7249,35752,1,1,2015,1,0,65.7,1.0,2
1335,8299,60912,1,2,2015,0,0,74.3,1.5,3
1336,5000,102500,1,2,2013,0,20,67.3,1.6,1
1337,9995,18143,1,0,2017,1,125,53.3,1.0,0
1338,6995,62903,1,2,2015,0,0,74.3,1.5,3
1339,8395,7986,1,1,2014,1,0,65.7,1.0,0
1340,7999,8527,1,1,2013,1,30,54.3,1.2,0
1341,10999,30232,0,1,2018,1,145,48.7,1.0,2
1342,11999,28036,1,2,2017,0,145,74.3,1.5,2
1343,8999,27820,0,1,2016,1,30,57.7,1.0,2
1344,6999,47612,1,1,2015,0,0,76.4,1.5,2
1345,5295,33000,0,1,2009,1,200,43.4,1.4,2
1346,8999,24867,0,1,2014,1,145,47.9,1.6,2
1347,7499,33358,1,1,2015,1,30,54.3,1.2,2
1348,8999,28883,1,2,2016,0,0,67.3,1.5,2
1349,2995,109000,1,2,2009,0,145,53.3,1.8,1
1350,2295,81000,1,2,2008,0,145,54.3,1.8,1
1351,2495,118000,1,2,2009,0,30,62.8,1.6,1
1352,6495,65000,1,1,2016,1,0,65.7,1.0,3
1353,3495,87000,1,1,2009,1,150,47.9,1.6,1
1354,3895,65000,1,1,2009,1,150,47.9,1.6,3
1355,7899,27784,1,1,2018,1,145,64.2,1.1,2
1356,8799,23641,1,1,2016,1,0,65.7,1.0,2
1357,8000,19985,1,1,2016,1,125,54.3,1.2,0
1358,10000,24000,1,0,2017,1,125,52.3,1.0,0
1359,12299,17896,1,2,2017,0,145,74.3,1.5,0
1360,11999,17296,1,2,2017,0,145,74.3,1.5,0
1361,8516,33350,1,1,2016,1,20,62.8,1.0,2
1362,13999,30367,1,2,2015,1,200,41.5,2.0,2
1363,14899,1866,1,0,2019,1,145,52.3,1.0,0
1364,9049,23813,1,1,2016,1,20,62.8,1.0,2
1365,13199,21622,1,2,2018,1,145,57.7,1.0,0
1366,13749,32258,1,2,2015,0,20,67.3,2.0,2
1367,14999,30341,1,2,2016,0,20,67.3,2.0,2
1368,5699,37168,1,1,2013,1,30,54.3,1.2,2
1369,8799,31117,1,1,2015,1,0,65.7,1.0,2
1370,7299,46923,1,1,2015,1,0,65.7,1.0,2
1371,7599,31433,1,0,2015,1,125,53.3,1.0,2
1372,7299,26932,1,1,2017,1,125,54.3,1.2,2
1373,12395,19127,1,2,2017,0,145,74.3,1.5,0
1374,12599,10760,1,2,2017,0,145,74.3,1.5,0
1375,7749,69779,1,2,2014,1,145,47.1,1.6,3
1376,14499,32967,1,2,2016,0,20,67.3,2.0,2
1377,6599,59964,1,2,2014,1,145,47.9,1.6,3
1378,14545,33461,1,2,2016,1,200,41.5,2.0,2
1379,12299,13430,1,2,2018,1,145,57.7,1.0,0
1380,6299,41177,1,1,2013,1,30,54.3,1.2,2
1381,10299,21245,1,1,2017,1,20,62.8,1.0,0
1382,10999,28848,1,2,2016,0,20,67.3,1.5,2
1383,12299,17779,1,2,2017,1,145,57.7,1.0,0
1384,18256,10138,1,2,2018,0,145,67.3,2.0,0
1385,7995,45000,1,1,2015,1,0,65.7,1.0,2
1386,5295,78500,0,1,2012,1,165,42.8,1.4,1
1387,10995,7600,0,0,2016,1,160,44.8,1.5,0
1388,13195,13000,1,2,2017,1,20,60.1,1.0,0
1389,22000,36437,1,2,2017,1,235,36.7,2.3,2
1390,9899,30526,1,1,2017,1,0,65.7,1.0,2
1391,7599,39915,0,2,2014,1,160,44.1,1.6,2
1392,7999,31757,1,1,2016,0,0,78.5,1.5,2
1393,8299,17795,1,1,2016,1,125,54.3,1.2,0
1394,7299,62943,1,2,2013,0,20,67.3,1.6,3
1395,8299,52816,0,2,2015,0,20,67.3,1.5,3
1396,8599,30925,1,1,2017,1,0,65.7,1.0,2
1397,11995,12320,0,2,2016,1,125,51.4,1.0,0
1398,8995,9202,1,1,2017,1,0,65.7,1.0,0
1399,6599,38217,1,1,2014,1,30,54.3,1.2,2
1400,7499,31737,1,1,2015,1,0,65.7,1.0,2
1401,8599,58312,1,2,2016,0,0,74.3,1.5,3
1402,7099,44893,1,1,2015,1,125,54.3,1.2,2
1403,7099,19245,1,1,2016,1,125,54.3,1.2,0
1404,11599,12527,1,2,2016,1,125,50.4,1.5,0
1405,16799,14196,0,2,2018,0,145,74.3,1.5,0
1406,9299,20556,1,1,2017,1,145,65.7,1.0,0
1407,7549,41295,1,1,2015,0,0,78.5,1.5,2
1408,10799,48370,1,2,2017,0,145,74.3,1.5,2
1409,8999,10498,1,1,2018,1,145,64.2,1.1,0
1410,7499,82508,1,1,2014,1,145,47.9,1.6,1
1411,6299,49795,1,1,2013,1,30,54.3,1.2,2
1412,7299,37812,1,1,2014,0,0,76.4,1.5,2
1413,8299,34132,1,1,2016,1,0,65.7,1.0,2
1414,8699,27223,1,1,2016,1,0,65.7,1.0,2
1415,12499,11830,1,2,2017,1,145,57.7,1.0,0
1416,10899,13197,1,1,2017,1,145,65.7,1.0,0
1417,8499,22328,1,1,2015,1,0,65.7,1.0,0
1418,8799,28748,1,1,2017,1,0,65.7,1.0,2
1419,7499,26311,1,1,2015,0,0,78.5,1.5,2
1420,14299,22035,1,2,2014,1,235,39.2,2.0,0
1421,12899,13791,1,2,2018,1,145,57.7,1.0,0
