,price,mileage,transmission,model,year,fuelType,tax,mpg,engineSize,cluster
475,9650,27000,1,2,2017,1,150,61.4,1.0,2
476,8650,27241,1,1,2016,1,20,62.8,1.0,2
477,12489,13530,1,2,2017,0,150,74.3,1.5,0
478,9989,16019,2,1,2017,1,150,57.7,1.0,0
479,14295,10585,1,2,2018,1,145,57.7,1.0,0
480,9295,35150,1,1,2016,1,0,65.7,1.0,2
481,10795,41008,1,1,2018,1,145,56.5,1.0,2
482,14695,9316,1,0,2019,1,145,53.3,1.0,0
483,4495,77000,1,2,2011,1,145,47.9,1.6,1
484,4695,67000,1,2,2011,1,145,47.9,1.6,3
485,12200,38773,1,2,2015,0,20,67.3,2.0,2
486,7500,36421,1,1,2016,1,0,65.7,1.0,2
487,7100,33428,1,1,2015,1,0,65.7,1.0,2
488,11800,16612,1,2,2017,0,0,74.3,1.5,0
489,8100,39612,1,2,2014,0,20,67.3,1.6,2
490,11000,25921,1,1,2016,1,145,47.9,1.6,2
491,10150,29301,1,2,2017,0,0,74.3,1.5,2
492,11250,29463,1,1,2018,1,150,62.8,1.0,2
493,13495,6019,1,1,2018,1,145,65.7,1.0,0
494,13995,15080,1,0,2018,1,145,54.3,1.0,0
495,13489,11268,1,1,2019,1,145,58.9,1.0,0
496,9489,38000,1,2,2015,0,0,74.3,1.5,2
497,11489,7199,1,1,2019,1,150,58.9,1.0,0
498,7489,33000,1,1,2016,1,125,54.3,1.2,2
499,10789,22000,0,2,2017,1,150,51.4,1.0,0
500,9789,21899,2,1,2017,1,0,57.7,1.0,0
501,10989,20000,1,2,2017,1,150,60.1,1.0,0
502,12299,12100,1,2,2017,1,150,60.1,1.0,0
503,10989,11256,1,2,2017,1,150,60.1,1.0,0
504,10489,11704,1,1,2018,1,150,65.7,1.0,0
505,10489,15402,1,1,2018,1,150,65.7,1.0,0
506,13489,3549,2,2,2018,0,150,74.3,1.5,0
507,13799,8244,1,0,2018,1,145,54.3,1.0,0
508,10489,19137,1,1,2018,1,150,65.7,1.0,0
509,10489,19510,1,1,2018,1,150,65.7,1.0,0
510,10489,12416,0,2,2016,1,125,51.4,1.0,0
511,14489,13765,1,2,2019,1,145,58.9,1.0,0
512,7189,28101,1,1,2015,1,125,54.3,1.2,2
513,17289,12030,1,2,2019,1,145,60.1,1.0,0
514,7999,15074,1,1,2016,1,125,54.3,1.2,0
515,9800,44162,1,2,2016,0,20,70.6,2.0,2
516,8600,26068,1,1,2017,1,145,65.7,1.0,2
517,8000,50000,1,2,2015,1,20,60.1,1.0,2
518,7250,38830,1,1,2016,1,0,65.7,1.0,2
519,11500,20733,0,2,2017,1,150,51.4,1.0,0
520,11999,20479,1,1,2017,1,145,47.9,1.6,0
521,10999,16714,1,2,2017,0,145,74.3,1.5,0
522,16999,3211,1,2,2019,1,145,60.1,1.0,0
523,24999,6746,1,2,2019,1,145,34.5,2.3,0
524,11999,4800,1,1,2019,1,145,58.9,1.0,0
525,9989,25379,1,1,2018,1,145,65.7,1.0,2
526,13989,7534,1,2,2018,1,145,57.7,1.0,0
527,12289,14112,1,2,2017,1,145,60.1,1.0,0
528,11489,18377,1,1,2018,1,150,65.7,1.0,0
529,11889,9610,1,2,2018,1,150,60.1,1.0,0
530,11489,19942,1,2,2016,0,0,74.3,1.5,0
531,8289,21000,1,1,2016,1,0,65.7,1.0,0
532,9989,14826,1,1,2018,1,150,64.2,1.1,0
533,9989,23591,1,1,2018,1,150,65.7,1.0,0
534,9989,17221,1,1,2017,1,145,65.7,1.0,0
535,8289,60462,1,0,2017,1,125,53.3,1.0,3
536,7389,8741,1,1,2016,1,125,54.3,1.2,0
537,16989,2120,1,2,2019,1,145,60.1,1.0,0
538,13989,21,1,0,2019,1,145,53.3,1.0,0
539,10200,27912,1,2,2017,0,0,74.3,1.5,2
540,10200,43234,1,2,2017,0,0,74.3,1.5,2
541,10300,51186,1,2,2017,1,125,51.4,1.5,2
542,10700,18483,1,2,2017,1,20,60.1,1.0,0
543,17489,9028,1,2,2018,1,145,41.5,2.0,0
544,15289,23815,1,2,2017,1,145,41.5,2.0,0
545,9589,8659,1,1,2017,1,145,65.7,1.0,0
546,8789,23447,1,0,2017,1,125,52.3,1.0,2
547,17989,15623,0,2,2019,0,145,74.3,1.5,0
548,19989,7895,1,1,2019,1,150,40.3,1.5,0
549,15250,4500,1,1,2020,1,150,58.9,1.0,0
550,10489,3960,1,2,2017,1,20,60.1,1.0,0
551,15789,8800,1,2,2019,1,150,60.1,1.0,0
552,9989,22922,1,1,2018,1,150,65.7,1.0,0
553,9489,18708,2,1,2016,1,145,47.9,1.6,0
554,7489,29094,1,1,2017,1,145,65.7,1.0,2
555,18000,881,1,2,2019,1,150,60.1,1.0,0
556,8489,31902,1,1,2017,1,145,65.7,1.0,2
557,3989,73994,1,1,2012,1,20,68.9,1.4,3
558,3789,71672,1,1,2009,0,20,67.3,1.6,3
559,7989,12800,2,1,2014,1,0,57.7,1.0,0
560,8289,43839,1,2,2017,1,20,61.4,1.0,2
561,9489,37069,1,1,2017,1,0,57.7,1.0,2
562,8389,36335,1,0,2016,1,125,53.3,1.0,2
563,8949,43931,1,2,2017,1,20,61.4,1.0,2
564,8489,68127,0,1,2017,1,0,57.7,1.0,3
565,9989,31856,1,2,2017,1,145,60.1,1.0,2
566,9689,31432,1,2,2016,1,20,60.1,1.0,2
567,8000,26358,0,1,2014,1,145,47.9,1.6,2
568,9000,40249,1,1,2016,0,0,78.5,1.5,2
569,10500,22249,1,2,2015,1,20,60.1,1.0,0
570,13000,24716,1,2,2018,0,150,74.3,1.5,0
571,8000,21155,1,1,2014,1,0,65.7,1.0,0
572,13000,15362,1,2,2017,0,150,74.3,1.5,0
573,18000,8607,0,2,2018,1,145,47.9,1.5,0
574,7500,55478,1,1,2015,1,20,62.8,1.0,3
575,14800,368,1,1,2019,1,150,58.9,1.0,0
576,12500,18605,1,2,2018,1,145,57.7,1.0,0
577,10300,18667,1,1,2017,1,150,65.7,1.0,0
578,9700,26097,1,1,2014,1,150,47.9,1.6,2
579,10700,44901,1,2,2017,0,150,74.3,1.5,2
580,9200,9530,1,1,2017,1,125,54.3,1.2,0
581,10300,27516,1,1,2018,1,145,65.7,1.0,2
582,9800,25708,1,1,2017,1,0,65.7,1.0,2
583,11000,24934,1,0,2017,1,125,52.3,1.0,2
584,10500,24518,1,1,2018,1,150,65.7,1.0,0
585,10000,22060,1,1,2017,1,150,65.7,1.0,0
586,11200,23898,1,2,2017,0,0,74.3,1.5,0
587,9500,27804,1,1,2017,1,20,62.8,1.0,2
588,11000,22728,1,1,2017,1,0,65.7,1.0,0
589,11800,13601,1,2,2017,1,20,60.1,1.0,0
590,13500,25535,1,2,2018,0,150,74.3,1.5,2
591,9300,20901,1,1,2018,1,150,55.4,1.1,0
592,7800,40857,1,2,2014,0,125,57.7,2.0,2
593,18500,7892,0,2,2019,1,150,51.4,1.0,0
594,13300,1987,0,1,2019,1,150,48.7,1.0,0
595,9700,28826,1,1,2016,1,20,62.8,1.0,2
596,12500,14063,1,1,2019,1,145,58.9,1.0,0
597,13500,11941,1,2,2018,1,145,57.7,1.0,0
598,12800,13385,1,1,2019,1,145,56.5,1.0,0
599,12000,25060,1,2,2016,1,125,51.4,1.5,2
600,9689,11000,1,1,2018,1,145,55.4,1.1,0
601,11989,26672,1,1,2017,1,145,47.9,1.6,2
602,17000,16556,0,2,2018,0,145,74.3,1.5,0
603,12989,17989,1,2,2018,0,145,74.3,1.5,0
604,16289,8724,1,2,2018,0,145,80.7,1.5,0
605,18139,17522,1,2,2019,1,145,50.4,1.5,0
606,10789,21847,1,2,2017,1,145,60.1,1.0,0
607,17249,7956,1,2,2019,0,145,74.3,1.5,0
608,18489,9567,1,2,2019,0,145,57.7,1.5,0
609,9999,19801,1,1,2018,1,145,65.7,1.0,0
610,10989,17161,1,2,2017,1,145,61.4,1.0,0
611,6889,36000,1,1,2015,1,30,54.3,1.2,2
612,8189,22887,1,1,2016,1,125,54.3,1.2,0
613,10489,24121,1,2,2016,1,20,61.4,1.0,0
614,10289,20809,1,1,2017,1,145,65.7,1.0,0
615,9400,9405,1,1,2017,1,145,54.3,1.2,0
616,12300,27823,0,2,2017,0,0,67.3,1.5,2
617,18000,14557,0,2,2018,0,145,74.3,1.5,0
618,17800,1080,0,0,2019,1,145,44.1,1.0,0
619,16000,6348,1,2,2019,1,145,60.1,1.0,0
620,11000,21979,1,1,2018,0,145,88.3,1.5,0
621,13000,1446,0,2,2017,1,150,51.4,1.0,0
622,16000,8497,1,2,2019,0,145,62.8,1.5,0
623,17000,4076,1,2,2020,1,145,58.9,1.0,0
624,8700,61294,1,2,2015,0,0,74.3,1.5,3
625,10700,20409,1,1,2017,1,145,62.8,1.0,0
626,8700,19706,1,1,2016,1,125,54.3,1.2,0
627,9800,20498,1,2,2015,1,20,61.4,1.0,0
628,10000,18896,1,2,2015,0,0,74.3,1.5,0
629,9000,44317,1,2,2016,0,0,74.3,1.5,2
630,9400,30347,1,1,2018,1,145,64.2,1.1,2
631,10200,25524,0,0,2017,1,160,44.8,1.5,2
632,12000,12983,0,1,2017,1,145,57.7,1.0,0
633,8000,32560,1,1,2016,1,20,62.8,1.0,2
634,10300,36569,1,1,2015,1,145,47.9,1.6,2
635,11700,37867,1,1,2017,1,145,47.9,1.6,2
636,13000,9738,1,2,2018,1,145,57.7,1.0,0
637,6500,34522,1,1,2014,1,30,54.3,1.2,2
638,7000,30709,1,1,2014,1,0,65.7,1.0,2
639,10800,26247,1,1,2017,1,145,65.7,1.0,2
640,6800,32638,1,1,2013,1,30,54.3,1.2,2
641,9800,18647,1,1,2017,1,0,65.7,1.0,0
642,8600,19873,1,1,2016,1,125,54.3,1.2,0
643,9000,32469,1,1,2017,1,145,65.7,1.0,2
644,7000,44720,1,1,2014,1,0,65.7,1.0,2
645,11000,31680,1,1,2018,1,145,65.7,1.0,2
646,17500,22864,1,2,2017,1,145,41.5,2.0,0
647,11200,20867,1,1,2018,1,145,56.5,1.0,0
648,11500,17450,1,1,2018,1,145,56.5,1.0,0
649,13800,22889,1,2,2018,0,145,58.9,1.0,0
650,10300,17933,1,1,2017,1,145,65.7,1.0,0
651,10400,26677,1,1,2016,0,0,78.5,1.5,2
652,16400,3947,1,0,2019,1,145,51.4,1.0,0
653,11300,21786,1,2,2017,0,145,74.3,1.5,0
654,9000,25653,1,1,2017,1,145,65.7,1.0,2
655,8400,22422,1,1,2016,1,125,54.3,1.2,0
656,10500,12542,1,1,2017,1,145,65.7,1.0,0
657,10300,17586,1,1,2016,1,0,65.7,1.0,0
658,9300,33259,1,1,2015,0,0,78.5,1.5,2
659,10300,20914,1,1,2017,1,0,65.7,1.0,0
660,8200,35865,1,1,2016,1,0,65.7,1.0,2
661,8100,16158,1,1,2016,1,125,54.3,1.2,0
662,8700,24360,1,1,2017,0,0,78.5,1.5,2
663,8000,32737,1,1,2016,1,0,65.7,1.0,2
664,7500,33399,1,1,2015,1,0,65.7,1.0,2
665,19000,8938,1,2,2017,1,145,41.5,2.0,0
666,10700,36004,1,1,2016,1,145,47.9,1.6,2
667,9900,15920,1,1,2017,1,0,65.7,1.0,0
668,6000,50081,1,2,2013,1,20,58.9,1.0,2
669,5995,59674,1,1,2014,1,0,65.7,1.0,3
670,8995,36000,1,0,2015,1,155,44.8,1.5,2
671,15800,2261,0,0,2018,1,145,45.6,1.0,0
672,9600,17457,1,1,2016,1,0,65.7,1.0,0
673,11900,17144,1,2,2018,1,145,60.1,1.0,0
674,10000,14005,1,1,2018,1,145,55.4,1.1,0
675,11300,14619,1,1,2018,1,145,65.7,1.0,0
676,16000,26672,1,2,2019,1,145,60.1,1.0,2
677,12700,25746,1,2,2017,0,145,74.3,1.5,2
678,11000,12518,1,1,2018,1,150,65.7,1.0,0
679,10800,20615,1,1,2016,1,20,62.8,1.0,0
680,12500,10956,1,1,2019,1,145,60.1,1.0,0
681,11300,16617,1,2,2018,1,145,60.1,1.0,0
682,12500,21697,0,2,2017,1,150,51.4,1.0,0
683,12500,15183,1,2,2018,1,145,57.7,1.0,0
684,13200,2096,1,1,2019,1,145,64.2,1.0,0
685,7700,52210,1,1,2015,1,30,55.4,1.0,3
686,9500,34319,1,2,2015,0,30,64.2,1.5,2
687,15500,8555,1,2,2019,1,150,60.1,1.0,0
688,7900,41398,1,2,2013,0,20,67.3,1.6,2
689,6300,42700,1,1,2013,1,30,54.3,1.2,2
690,8600,17050,1,1,2016,1,125,54.3,1.2,0
691,7500,46683,1,1,2014,1,0,65.7,1.0,2
692,8700,19928,1,1,2016,1,125,54.3,1.2,0
693,11500,6071,1,2,2016,0,0,74.3,1.5,0
694,12600,16043,1,2,2017,1,145,60.1,1.0,0
695,11700,20691,1,2,2017,1,145,60.1,1.0,0
696,9600,27036,1,2,2016,0,0,74.3,1.5,2
697,9000,33161,0,0,2015,1,160,44.8,1.5,2
698,12500,11260,1,1,2019,1,145,60.1,1.0,0
699,13000,12910,1,1,2019,1,145,58.9,1.0,0
700,10300,12218,1,1,2017,1,145,65.7,1.0,0
701,8200,34318,1,1,2016,1,125,54.3,1.2,2
702,8800,47156,1,1,2017,1,20,62.8,1.0,2
703,9500,29809,1,1,2017,1,0,65.7,1.0,2
704,9200,32463,1,1,2017,1,0,65.7,1.0,2
705,9000,40789,1,1,2016,1,20,62.8,1.0,2
706,9900,18139,1,2,2016,1,20,60.1,1.0,0
707,12500,17560,0,2,2017,1,145,51.4,1.0,0
708,8500,33403,1,0,2015,0,30,61.4,0.0,2
709,10700,26762,1,1,2017,1,0,65.7,1.0,2
710,9000,33327,1,1,2016,1,0,65.7,1.0,2
711,15800,9816,0,2,2018,1,150,51.4,1.0,0
712,10500,27958,1,1,2016,1,0,65.7,1.0,2
713,7200,36740,1,1,2015,1,125,54.3,1.2,2
714,11600,16127,1,1,2019,1,145,60.1,1.0,0
715,10000,20109,1,1,2017,1,150,65.7,1.0,0
716,10000,46008,1,2,2016,0,0,74.3,1.5,2
717,11000,19698,1,1,2017,1,150,65.7,1.0,0
718,10800,19030,1,1,2016,1,20,62.8,1.0,0
719,10500,15244,1,1,2017,1,145,65.7,1.0,0
720,18000,5731,1,2,2019,1,145,60.1,1.0,0
721,12000,7626,1,1,2017,1,20,62.8,1.0,0
722,10300,28480,1,1,2018,1,145,65.7,1.0,2
723,17400,8607,0,0,2019,1,145,44.1,1.0,0
724,8800,38317,1,1,2017,1,150,65.7,1.0,2
725,12000,23423,1,1,2017,1,145,47.9,1.6,0
726,14000,9427,1,1,2019,1,145,55.4,1.0,0
727,11700,24775,0,2,2017,1,125,51.4,1.0,2
728,12000,6794,0,1,2017,1,0,57.7,1.0,0
729,17700,1864,1,2,2019,1,145,60.1,1.0,0
730,10900,21057,1,0,2017,1,125,52.3,1.0,0
731,12300,32333,1,2,2017,0,145,74.3,1.5,2
732,7700,31299,1,1,2015,1,125,54.3,1.2,2
733,11000,31479,1,2,2017,0,145,74.3,1.5,2
734,8000,33011,1,1,2015,1,125,54.3,1.2,2
735,11800,36069,1,1,2017,1,145,47.9,1.6,2
736,9400,11653,1,0,2017,1,160,44.8,1.5,0
737,8900,47393,1,2,2015,0,0,74.3,1.5,2
738,12300,14724,1,2,2017,1,20,60.1,1.0,0
739,12700,13198,1,2,2018,1,145,57.7,1.0,0
740,12400,13523,1,1,2019,1,145,60.1,1.0,0
741,9800,6806,0,1,2016,1,150,47.9,1.6,0
742,7500,13585,1,1,2014,1,0,65.7,1.0,0
743,6600,46794,1,1,2015,1,125,54.3,1.2,2
744,12000,14436,0,2,2016,1,145,46.3,1.5,0
745,11000,25292,1,1,2017,1,0,65.7,1.0,2
746,15000,9930,1,1,2019,0,145,58.9,1.5,0
747,7000,38142,1,1,2013,1,0,65.7,1.0,2
748,8400,54451,1,2,2015,0,0,74.3,1.5,3
749,9300,8431,0,1,2014,1,145,47.9,1.6,0
750,10600,29984,1,2,2016,1,20,60.1,1.0,2
751,12000,28733,1,1,2018,1,145,65.7,1.0,2
752,10800,18218,1,2,2016,0,0,74.3,1.5,0
753,18500,11716,0,2,2019,0,145,74.3,1.5,0
754,9300,33547,1,2,2016,0,0,74.3,1.5,2
755,14300,18883,1,2,2018,0,145,80.7,1.5,0
756,9400,10791,1,1,2016,1,125,54.3,1.2,0
757,17600,16393,1,2,2017,1,200,41.5,2.0,0
758,11500,23908,0,1,2018,1,145,54.3,1.0,0
759,13500,26159,1,2,2018,1,145,58.9,1.0,2
760,9300,26000,1,2,2016,1,20,61.4,1.0,2
761,13800,5111,1,1,2019,1,145,58.9,1.0,0
762,10800,16959,1,1,2017,1,145,62.8,1.0,0
763,10000,19638,1,1,2017,1,20,62.8,1.0,0
764,8900,46894,1,1,2016,0,0,78.5,1.5,2
765,6200,17953,1,1,2015,1,30,54.3,1.2,0
766,12500,16936,1,1,2018,1,145,62.8,1.0,0
767,11000,19133,0,1,2017,1,145,57.7,1.0,0
768,9000,29033,1,1,2018,1,145,64.2,1.1,2
769,10300,14991,1,1,2017,1,145,65.7,1.0,0
770,10300,23041,1,1,2017,1,145,65.7,1.0,0
771,9500,12438,1,1,2018,1,145,64.2,1.1,0
772,8600,25929,1,1,2016,1,125,54.3,1.2,2
773,11400,30144,1,1,2018,1,145,65.7,1.0,2
774,12700,21388,1,2,2017,0,145,74.3,1.5,0
775,12300,20536,1,1,2018,1,0,69.0,1.0,0
776,10800,25591,1,1,2017,0,0,78.5,1.5,2
777,9100,13425,1,1,2016,1,0,65.7,1.0,0
778,14200,20986,1,2,2019,0,145,80.7,1.5,0
779,14400,16931,1,2,2018,0,145,80.7,1.5,0
780,11700,33913,1,1,2018,1,145,65.7,1.0,2
781,10200,31804,1,1,2017,0,0,78.5,1.5,2
782,6800,32204,1,1,2015,1,30,54.3,1.2,2
783,9000,32516,1,2,2014,0,20,67.3,1.6,2
784,9600,18810,1,1,2015,1,20,62.8,1.0,0
785,8500,12254,1,1,2017,1,150,64.2,1.1,0
786,10799,21693,0,2,2017,1,150,51.4,1.0,0
787,10499,41600,1,2,2017,0,0,74.3,1.5,2
788,7000,94581,1,2,2016,1,125,51.4,1.5,1
789,7499,67331,0,2,2015,1,160,44.8,1.6,3
790,9299,22186,1,0,2017,1,145,44.8,1.5,0
791,12000,80468,0,2,2016,0,30,61.4,2.0,1
792,10000,10200,1,1,2018,1,150,65.7,1.0,0
793,6500,88220,1,2,2015,0,0,74.3,1.5,1
794,8295,60030,1,2,2017,0,145,74.3,1.5,3
795,8195,35230,0,1,2016,1,150,47.9,1.6,2
796,7695,50380,1,2,2015,0,0,74.3,1.5,2
797,11695,57420,1,2,2016,0,20,67.3,2.0,3
798,11490,19579,1,2,2017,1,140,60.1,1.0,0
799,15990,11509,1,1,2019,1,145,40.3,1.5,0
800,9000,29117,1,1,2017,1,0,65.7,1.0,2
801,10000,14425,1,1,2018,1,145,55.4,1.1,0
802,16800,2220,0,2,2019,0,145,67.3,1.5,0
803,9300,18798,1,1,2016,0,0,88.3,1.5,0
804,17000,17510,1,2,2017,1,200,41.5,2.0,0
805,10500,31779,1,1,2017,1,0,65.7,1.0,2
806,6300,40178,1,1,2014,1,30,54.3,1.2,2
807,14500,9961,1,0,2018,1,145,54.3,1.0,0
808,9000,25122,1,1,2016,1,0,65.7,1.0,2
809,9375,9633,1,0,2017,0,145,44.8,1.5,0
810,9275,27450,1,2,2016,1,20,61.4,1.0,2
811,11495,19050,0,0,2017,1,160,44.8,1.5,0
812,17650,3323,0,0,2019,1,145,45.6,1.0,0
813,8250,18234,1,1,2017,1,145,65.7,1.0,0
814,3895,61171,1,1,2009,1,145,49.6,1.2,3
815,7995,25406,1,1,2017,1,125,54.3,1.2,2
816,18500,5289,1,1,2019,1,145,40.3,1.5,0
817,11375,19484,1,2,2017,1,145,60.1,1.0,0
818,11750,25465,1,2,2018,0,145,74.3,1.5,2
819,12350,3977,1,1,2019,1,145,56.5,1.0,0
820,9725,18291,1,2,2017,0,0,74.3,1.5,0
821,6295,34000,1,1,2010,1,145,48.7,1.4,2
822,8795,38886,1,1,2016,1,0,65.7,1.0,2
823,8500,23457,1,1,2016,1,0,65.7,1.0,2
824,14985,5400,1,2,2018,1,150,58.9,1.0,0
825,9985,13555,1,1,2017,1,145,65.7,1.0,0
826,1999,113492,1,2,2009,1,200,42.2,1.6,1
827,1299,97556,1,1,2006,0,30,62.8,1.4,1
828,2499,87023,1,2,2010,0,30,62.8,1.6,1
829,2495,107000,1,2,2009,1,205,42.2,1.6,1
830,2995,98000,1,2,2009,0,145,54.3,1.8,1
831,9250,21128,1,1,2017,1,0,65.7,1.0,0
832,9689,24989,1,1,2016,1,0,65.7,1.0,2
833,9850,19610,1,1,2017,1,0,65.7,1.0,0
834,14695,33896,1,2,2016,0,20,67.3,2.0,2
835,6495,46000,1,1,2014,1,30,54.3,1.2,2
836,7995,23000,2,1,2013,1,145,47.9,1.6,0
837,7250,33000,1,1,2013,0,0,76.4,1.5,2
838,13750,14000,1,2,2018,1,150,51.4,1.5,0
839,8750,41000,1,2,2015,0,0,74.3,1.5,2
840,18900,16000,1,2,2017,1,200,41.5,2.0,0
841,13000,16800,1,1,2018,1,145,58.9,1.0,0
842,16250,19500,1,2,2016,1,200,41.5,2.0,0
843,13750,38000,1,2,2016,0,20,67.3,2.0,2
844,4499,93193,1,2,2012,1,145,47.9,1.6,1
845,11500,29755,0,2,2017,1,145,51.4,1.0,2
846,3989,88733,1,1,2009,1,150,49.6,1.4,1
847,19000,4800,1,2,2019,1,145,45.6,1.5,0
848,5250,67000,1,1,2012,0,20,68.9,1.6,3
849,7750,45000,1,1,2016,1,0,65.7,1.0,2
850,13000,3000,1,1,2018,1,145,61.4,1.0,0
851,8000,58000,1,0,2016,1,125,53.3,1.0,3
852,6250,53000,1,2,2013,1,145,47.9,1.6,3
853,15500,10000,1,2,2019,1,145,60.1,1.0,0
854,20000,100,1,2,2020,1,145,60.1,1.0,0
855,16489,17155,1,2,2017,0,145,67.3,2.0,0
856,8289,28405,1,1,2017,1,150,65.7,1.0,2
857,14789,10444,1,2,2018,1,145,60.1,1.0,0
858,3689,76648,1,1,2010,1,145,49.6,1.4,1
859,9388,32780,2,2,2016,0,0,67.3,1.5,2
860,12389,14948,1,1,2019,1,145,65.7,1.0,0
861,8000,28000,1,1,2016,1,0,65.7,1.0,2
862,14500,9000,1,2,2018,1,145,50.4,1.5,0
863,4650,52000,1,1,2012,1,125,50.4,1.2,3
864,8800,16000,1,1,2017,1,150,54.3,1.2,0
865,8000,40000,1,1,2016,1,0,65.7,1.0,2
866,8750,19000,1,1,2017,1,125,54.3,1.2,0
867,13989,14413,1,2,2019,1,145,58.9,1.0,0
868,14989,9171,1,0,2019,1,145,53.3,1.0,0
869,12489,11623,1,1,2019,1,145,58.9,1.0,0
870,7489,51864,1,2,2015,0,20,67.3,1.6,3
871,11689,14132,1,2,2017,0,0,74.3,1.5,0
872,24989,6760,1,2,2019,1,150,34.5,2.3,0
873,13289,13387,1,2,2018,0,150,74.3,1.5,0
874,15489,6889,1,2,2019,1,145,60.1,1.0,0
875,10689,15337,1,2,2017,0,0,74.3,1.5,0
876,12989,9884,1,2,2018,1,145,60.1,1.0,0
877,9489,34180,1,1,2017,1,145,65.7,1.0,2
878,8900,25520,1,1,2017,1,125,54.3,1.2,2
879,6489,47157,1,1,2013,1,30,54.3,1.2,2
880,11589,17997,1,2,2018,1,145,60.1,1.0,0
881,9489,22798,1,0,2017,1,145,52.3,1.0,0
882,12189,10283,1,2,2018,1,145,60.1,1.0,0
883,4489,67145,1,1,2011,1,125,50.4,1.2,3
884,16489,5529,1,0,2019,1,145,51.4,1.0,0
885,9789,16577,1,1,2018,1,145,65.7,1.0,0
886,9289,16086,1,1,2018,1,145,64.2,1.1,0
887,9688,17157,1,1,2018,1,145,65.7,1.0,0
888,8889,10951,1,1,2017,1,145,64.2,1.1,0
889,9889,14085,1,1,2018,1,145,65.7,1.0,0
890,13000,24484,1,2,2017,0,145,70.6,0.0,0
891,12000,18116,1,2,2017,0,145,74.3,1.5,0
892,8800,27692,1,0,2016,1,125,53.3,1.0,2
893,8000,30226,1,1,2014,0,0,76.4,1.5,2
894,11989,29086,1,2,2018,0,145,74.3,1.5,2
895,9489,29307,1,1,2017,1,145,65.7,1.0,2
896,8989,16939,1,1,2017,1,0,65.7,1.0,0
897,9989,5561,1,1,2017,1,0,65.7,1.0,0
898,8489,25320,1,1,2016,1,125,54.3,1.2,2
899,13989,16064,0,2,2018,1,145,51.4,1.0,0
900,5989,54581,1,1,2013,1,30,54.3,1.2,3
901,10489,21518,1,1,2017,1,145,62.8,1.0,0
902,10289,20254,1,2,2017,0,0,74.3,1.5,0
903,9500,27461,1,1,2018,1,145,64.2,1.1,2
904,12700,11151,1,1,2019,1,145,60.1,1.0,0
905,9700,11186,1,1,2017,1,0,65.7,1.0,0
906,18400,8230,1,2,2019,0,145,74.3,1.5,0
907,10000,27284,1,1,2017,1,145,65.7,1.0,2
908,10000,6311,1,1,2017,1,0,65.7,1.0,0
909,8389,18017,1,1,2016,1,125,54.3,1.2,0
910,11188,23493,1,1,2018,0,145,88.3,1.5,0
911,9489,37566,1,1,2017,1,0,65.7,1.0,2
912,8689,30817,1,0,2014,1,125,53.3,1.0,2
913,10189,36347,1,2,2018,1,145,60.1,1.0,2
914,10989,13496,1,1,2018,1,145,65.7,1.0,0
915,9989,16299,1,2,2017,0,0,74.3,1.5,0
916,8788,33610,1,1,2018,1,145,64.2,1.1,2
917,9998,2332,1,1,2018,1,145,55.4,1.1,0
918,7299,42324,1,1,2015,0,0,88.3,1.5,2
919,13445,19672,1,2,2018,1,145,60.1,1.0,0
920,9199,18895,1,0,2017,1,145,53.3,1.0,0
921,5499,84000,1,2,2013,0,20,67.3,1.6,1
922,6499,72000,0,2,2015,1,165,44.8,1.6,3
923,4799,74000,1,1,2014,1,0,65.7,1.0,3
924,3495,92836,1,1,2009,1,145,49.6,1.4,1
925,7995,18020,1,1,2017,1,125,54.3,1.2,0
926,8995,28105,1,1,2016,1,0,65.7,1.0,2
927,13980,12632,1,2,2019,1,145,60.1,1.0,0
928,17990,3289,0,2,2019,0,145,74.3,1.5,0
929,14990,1850,1,2,2018,1,145,60.1,1.0,0
930,10899,13879,0,2,2017,1,125,51.4,1.0,0
931,13699,5342,1,2,2018,1,150,58.9,1.0,0
932,10280,12257,1,2,2017,0,145,74.3,1.5,0
933,12290,5093,1,1,2018,1,145,58.9,1.0,0
934,3690,95299,1,1,2012,0,0,68.9,1.6,1
935,6729,71098,1,2,2013,0,20,67.3,1.6,3
936,4999,83772,1,2,2013,0,0,76.4,1.6,1
937,6295,66278,1,2,2014,1,30,56.5,1.0,3
938,15000,22006,1,1,2018,1,145,40.3,1.5,0
939,6499,52000,1,1,2014,1,0,65.7,1.0,3
940,7499,29000,1,1,2016,1,125,54.3,1.2,2
941,6995,35850,0,2,2013,1,165,44.1,1.6,2
942,8780,15695,1,1,2016,1,0,65.7,1.0,0
943,12199,8600,1,2,2017,1,145,57.7,1.0,0
944,6199,40700,1,1,2015,1,125,54.3,1.2,2
945,7599,26536,1,1,2014,1,0,65.7,1.0,2
946,9499,10264,1,1,2018,1,145,58.9,1.0,0
947,12610,26052,1,2,2018,1,145,57.7,1.0,2
948,8879,12945,0,1,2014,1,145,47.9,1.6,0
949,10899,14929,1,2,2015,0,0,74.3,1.5,0
950,9000,33917,1,2,2015,1,20,60.1,1.0,2
951,10000,19934,1,1,2016,1,0,65.7,1.0,0
952,7900,40284,1,1,2016,1,125,54.3,1.2,2
953,9000,15809,1,1,2017,1,150,65.7,1.0,0
954,9200,32000,1,2,2015,1,20,60.1,1.0,2
955,7489,51950,1,1,2015,1,20,62.8,1.0,3
